Headlines,Time,Description,combined_text,clean_text
Cramer's lightning round: Caterpillar needs an acceleration of our economy," 7:02  PM ET Mon, 22 June 2020","""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.","Cramer's lightning round: Caterpillar needs an acceleration of our economy  7:02  PM ET Mon, 22 June 2020 ""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",cramer lightning round caterpillar needs acceleration economy pm et mon june mad money host jim cramer rings lightning round bell means giving answers callers stock questions rapid speed
Nielsen CEO explains why he took on the additional role of chief diversity officer," 1:49  PM ET Sun, 21 June 2020","""I'm fortunate to have a very diverse team helping me and they encouraged me last year to take the title on,"" Nielsen CEO David Kenny said on CNBC on Friday.","Nielsen CEO explains why he took on the additional role of chief diversity officer  1:49  PM ET Sun, 21 June 2020 ""I'm fortunate to have a very diverse team helping me and they encouraged me last year to take the title on,"" Nielsen CEO David Kenny said on CNBC on Friday.",nielsen ceo explains took additional role chief diversity officer pm et sun june fortunate diverse team helping encouraged last year take title nielsen ceo david kenny said cnbc friday
"Charts suggest new highs 'could be on the table' for the S&P 500, Jim Cramer says"," 7:47  PM ET Thu, 18 June 2020","""If the S&P 500 really does surge to 3,400, up 9.1% from these levels, maybe take something off the table,"" the ""Mad Money"" host said.","Charts suggest new highs 'could be on the table' for the S&P 500, Jim Cramer says  7:47  PM ET Thu, 18 June 2020 ""If the S&P 500 really does surge to 3,400, up 9.1% from these levels, maybe take something off the table,"" the ""Mad Money"" host said.",charts suggest new highs could table p jim cramer says pm et thu june p really surge levels maybe take something table mad money host said
Cramer's lightning round: A patient person can wait for GE to payoff," 7:24  PM ET Thu, 18 June 2020","""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.","Cramer's lightning round: A patient person can wait for GE to payoff  7:24  PM ET Thu, 18 June 2020 ""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",cramer lightning round patient person wait ge payoff pm et thu june mad money host jim cramer rings lightning round bell means giving answers callers stock questions rapid speed
Jim Cramer: 10 bull markets on Wall Street and the stocks leading the way," 7:02  PM ET Thu, 18 June 2020","The 10 bull markets ""will keep working as America reopens,"" the ""Mad Money"" host said.","Jim Cramer: 10 bull markets on Wall Street and the stocks leading the way  7:02  PM ET Thu, 18 June 2020 The 10 bull markets ""will keep working as America reopens,"" the ""Mad Money"" host said.",jim cramer bull markets wall street stocks leading way pm et thu june bull markets keep working america reopens mad money host said
Cramer's lightning round: STMicroelectronics is a 'very good company'," 7:17  PM ET Wed, 17 June 2020","""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.","Cramer's lightning round: STMicroelectronics is a 'very good company'  7:17  PM ET Wed, 17 June 2020 ""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",cramer lightning round stmicroelectronics good company pm et wed june mad money host jim cramer rings lightning round bell means giving answers callers stock questions rapid speed
Union Pacific CEO sees 'signs of optimism' in multiple markets as economy recovers," 7:12  PM ET Wed, 17 June 2020","""We are seeing the e-commerce demand flow through to our rail business,"" Union Pacific CEO Lance Fritz told CNBC's Jim Cramer.","Union Pacific CEO sees 'signs of optimism' in multiple markets as economy recovers  7:12  PM ET Wed, 17 June 2020 ""We are seeing the e-commerce demand flow through to our rail business,"" Union Pacific CEO Lance Fritz told CNBC's Jim Cramer.",union pacific ceo sees signs optimism multiple markets economy recovers pm et wed june seeing e commerce demand flow rail business union pacific ceo lance fritz told cnbc jim cramer
"Royal Pharma came public in a 'golden age of medical research,' Jim Cramer says"," 6:54  PM ET Wed, 17 June 2020","""I think the story is so compelling that it's worth putting on a small position even up here,"" the ""Mad Money"" host said.","Royal Pharma came public in a 'golden age of medical research,' Jim Cramer says  6:54  PM ET Wed, 17 June 2020 ""I think the story is so compelling that it's worth putting on a small position even up here,"" the ""Mad Money"" host said.",royal pharma came public golden age medical research jim cramer says pm et wed june think story compelling worth putting small position even mad money host said
Cramer advises investors to continue investing based on the 'new normal'," 6:44  PM ET Wed, 17 June 2020","""These social distancing stocks have become some of the best investments around. I think they'll stay that way until we get a vaccine,"" the ""Mad Money"" host said.","Cramer advises investors to continue investing based on the 'new normal'  6:44  PM ET Wed, 17 June 2020 ""These social distancing stocks have become some of the best investments around. I think they'll stay that way until we get a vaccine,"" the ""Mad Money"" host said.",cramer advises investors continue investing based new normal pm et wed june social distancing stocks become best investments around think stay way get vaccine mad money host said
"Cramer channels Wall Street legend Martin Zweig: 'Don't fight the tape, don't fight the Fed'"," 8:11  PM ET Tue, 16 June 2020","""Mad Money"" host Jim Cramer broke down what drove Tuesday's market rally.","Cramer channels Wall Street legend Martin Zweig: 'Don't fight the tape, don't fight the Fed'  8:11  PM ET Tue, 16 June 2020 ""Mad Money"" host Jim Cramer broke down what drove Tuesday's market rally.",cramer channels wall street legend martin zweig fight tape fight fed pm et tue june mad money host jim cramer broke drove tuesday market rally
Cramer reacts to Trump administration's potential $1 trillion infrastructure proposal," 7:00  PM ET Tue, 16 June 2020",CNBC's Jim Cramer weighs his favorite stock picks amid talks of the Trump administration considering a massive infrastructure spending package.,"Cramer reacts to Trump administration's potential $1 trillion infrastructure proposal  7:00  PM ET Tue, 16 June 2020 CNBC's Jim Cramer weighs his favorite stock picks amid talks of the Trump administration considering a massive infrastructure spending package.",cramer reacts trump administration potential trillion infrastructure proposal pm et tue june cnbc jim cramer weighs favorite stock picks amid talks trump administration considering massive infrastructure spending package
,,,  ,
Cramer's lightning round: Let's buy some Pinterest," 6:57  PM ET Tue, 16 June 2020","""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.","Cramer's lightning round: Let's buy some Pinterest  6:57  PM ET Tue, 16 June 2020 ""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",cramer lightning round let buy pinterest pm et tue june mad money host jim cramer rings lightning round bell means giving answers callers stock questions rapid speed
Canopy Growth CEO expects weed will be legalized federally by 2022," 6:57  PM ET Tue, 16 June 2020","""My assumption is that 2022, for me, is the magic number,"" he said in a ""Mad Money"" interview.","Canopy Growth CEO expects weed will be legalized federally by 2022  6:57  PM ET Tue, 16 June 2020 ""My assumption is that 2022, for me, is the magic number,"" he said in a ""Mad Money"" interview.",canopy growth ceo expects weed legalized federally pm et tue june assumption magic number said mad money interview
"Campbell Soup CEO says June pantry sales are unusually high, despite reopening economy"," 7:37  PM ET Mon, 15 June 2020","""I think the behaviors that were built in the last several months have the real potential to continue to provide a catalyst for improved results,"" CEO Mark Clouse said in a ""Mad Money"" interview.","Campbell Soup CEO says June pantry sales are unusually high, despite reopening economy  7:37  PM ET Mon, 15 June 2020 ""I think the behaviors that were built in the last several months have the real potential to continue to provide a catalyst for improved results,"" CEO Mark Clouse said in a ""Mad Money"" interview.",campbell soup ceo says june pantry sales unusually high despite reopening economy pm et mon june think behaviors built last several months real potential continue provide catalyst improved results ceo mark clouse said mad money interview
Cramer's lightning round: Virgin Galactic is 'too dangerous a game for me'," 7:32  PM ET Mon, 15 June 2020","""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.","Cramer's lightning round: Virgin Galactic is 'too dangerous a game for me'  7:32  PM ET Mon, 15 June 2020 ""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",cramer lightning round virgin galactic dangerous game pm et mon june mad money host jim cramer rings lightning round bell means giving answers callers stock questions rapid speed
